Code;Year;Primary energy consumption (TWh);Renewables (TWh - equivalent) ;Fossil Fuels (TWh - equivalent)
AFG;1980;77907724;\N;\N
AFG;1981;877732;\N;\N
AFG;1982;9348327;\N;\N
AFG;1983;11436162;\N;\N
AFG;1984;11489043;\N;\N
AFG;1985;11217284;\N;\N
AFG;1986;11462361;\N;\N
AFG;1987;18482574;\N;\N
AFG;1988;32595596;\N;\N
AFG;1989;32051582;\N;\N
AFG;1990;31745558;\N;\N
AFG;1991;13902764;\N;\N
AFG;1992;9167781;\N;\N
AFG;1993;9105348;\N;\N
AFG;1994;8815903;\N;\N
AFG;1995;7428904;\N;\N
AFG;1996;72858114;\N;\N
AFG;1997;69379854;\N;\N
AFG;1998;67522273;\N;\N
AFG;1999;6748676;\N;\N
AFG;2000;5913606;\N;\N
AFG;2001;4664077;\N;\N
AFG;2002;44281597;\N;\N
AFG;2003;52076616;\N;\N
AFG;2004;4810372;\N;\N
AFG;2005;6153309;\N;\N
AFG;2006;7745364;\N;\N
AFG;2007;10039065;\N;\N
AFG;2008;17152418;\N;\N
AFG;2009;27943974;\N;\N
AFG;2010;34740215;\N;\N
AFG;2011;47199333;\N;\N
AFG;2012;43259533;\N;\N
AFG;2013;364886;\N;\N
AFG;2014;33502052;\N;\N
AFG;2015;37011986;\N;\N
AFG;2016;34458023;\N;\N
AFG;2017;3661667;\N;\N
AFG;2018;4198921;\N;\N
AFG;2019;3597401;\N;\N
ALB;1980;4776526;\N;\N
ALB;1981;4749055;\N;\N
ALB;1982;47725487;\N;\N
ALB;1983;4962744;\N;\N
ALB;1984;49940987;\N;\N
ALB;1985;4983857;\N;\N
ALB;1986;4867189;\N;\N
ALB;1987;48837517;\N;\N
ALB;1988;49409107;\N;\N
ALB;1989;46991184;\N;\N
ALB;1990;33657845;\N;\N
ALB;1991;28229689;\N;\N
ALB;1992;24674017;\N;\N
ALB;1993;2163845;\N;\N
ALB;1994;20567207;\N;\N
ALB;1995;2272757;\N;\N
ALB;1996;25011456;\N;\N
ALB;1997;22843916;\N;\N
ALB;1998;24571817;\N;\N
ALB;1999;22114038;\N;\N
ALB;2000;28731913;\N;\N
ALB;2001;27233145;\N;\N
ALB;2002;29497454;\N;\N
ALB;2003;33270126;\N;\N
ALB;2004;35486534;\N;\N
ALB;2005;35013653;\N;\N
ALB;2006;32967403;\N;\N
ALB;2007;28376635;\N;\N
ALB;2008;3099076;\N;\N
ALB;2009;33772945;\N;\N
ALB;2010;36060646;\N;\N
ALB;2011;31485647;\N;\N
ALB;2012;30809958;\N;\N
ALB;2013;38665195;\N;\N
ALB;2014;34059666;\N;\N
ALB;2015;34083374;\N;\N
ALB;2016;37984177;\N;\N
ALB;2017;36737366;\N;\N
ALB;2018;41670326;\N;\N
ALB;2019;32457108;\N;\N
DZA;1965;24832647;11827958;2364985
DZA;1966;29832527;10497311;28782795
DZA;1967;28247406;12123655;27035038
DZA;1968;30344986;1664785;28680202
DZA;1969;33539192;1067473;32471718
DZA;1970;367589;17150539;35043846
DZA;1971;39732845;0.97580636;3875704
DZA;1972;4464785;14637097;4318414
DZA;1973;5325068;22236557;51027023
DZA;1974;58908936;14696236;5743931
DZA;1975;7036968;0.9698925;6939979
DZA;1976;8210211;11502688;8095184
DZA;1977;902126;0.79543;89417175
DZA;1978;11336147;0.73924726;11262222
DZA;1979;1485402;0.8604839;14767972
DZA;1980;17714294;0.75994605;176383
DZA;1981;21518619;10822581;21410391
DZA;1982;24811212;14163978;24669571
DZA;1983;27096667;0.69489247;27027176
DZA;1984;2601962;1336559;25885962
DZA;1985;26229657;1910215;26038635
DZA;1986;27749054;0.73924726;27675128
DZA;1987;2851681;14755375;28369257
DZA;1988;3054218;0.5411292;30488068
DZA;1989;29706827;0.6682794;296.4
DZA;1990;31497372;0.39919358;31457452
DZA;1991;3120951;0.86639774;31122867
DZA;1992;3202269;0.58844084;31963843
DZA;1993;297995;10438172;29695114
DZA;1994;3019211;0.49086028;30143024
DZA;1995;31314484;0.57069886;31257413
DZA;1996;30992474;0.39919358;3095255
DZA;1997;29785974;0.22177416;297638
DZA;1998;308349;0.6357528;30771323
DZA;1999;31143417;0.6002689;31083392
DZA;2000;29994565;0.1596775;29978595
DZA;2001;31081296;0.2027075;31061023
DZA;2002;32195053;0.16637361;32178415
DZA;2003;33692212;0.76853275;33615356
DZA;2004;3497778;0.72329473;3490545
DZA;2005;36627155;15900536;36468146
DZA;2006;37922003;0.61916;3786009
DZA;2007;39963977;0.63904226;3990007
DZA;2008;42355692;0.79524636;42276166
DZA;2009;44885934;0.9551075;4479042
DZA;2010;4389949;0.5054253;43848944
DZA;2011;46448828;10927546;4633955
DZA;2012;50767188;11398855;50653198
DZA;2013;5369768;0.34776333;536629
DZA;2014;5856133;0.68811;5849252
DZA;2015;6175181;0.59784;6169203
DZA;2016;61699585;0.8996238;6160962
DZA;2017;6237947;15408869;6222538
DZA;2018;67136145;19313679;6694301
DZA;2019;69488477;2048152;6928366
DZA;2020;6544135;1949494;652464
DZA;2021;6845841;17892791;6827948
ASM;1980;17271007;\N;\N
ASM;1981;20299501;\N;\N
ASM;1982;28296273;\N;\N
ASM;1983;17838956;\N;\N
ASM;1984;20355117;\N;\N
ASM;1985;19069229;\N;\N
ASM;1986;19684365;\N;\N
ASM;1987;20435872;\N;\N
ASM;1988;19866744;\N;\N
ASM;1989;22877688;\N;\N
ASM;1990;24062712;\N;\N
ASM;1991;24062712;\N;\N
ASM;1992;24751372;\N;\N
ASM;1993;24079294;\N;\N
ASM;1994;23456187;\N;\N
ASM;1995;22833083;\N;\N
ASM;1996;2289356;\N;\N
ASM;1997;23456187;\N;\N
ASM;1998;23456187;\N;\N
ASM;1999;23456218;\N;\N
ASM;2000;2296828;\N;\N
ASM;2001;2296828;\N;\N
ASM;2002;23349886;\N;\N
ASM;2003;23349886;\N;\N
ASM;2004;23349886;\N;\N
ASM;2005;24804015;\N;\N
ASM;2006;25224495;\N;\N
ASM;2007;25224495;\N;\N
ASM;2008;25293603;\N;\N
ASM;2009;25224495;\N;\N
ASM;2010;25224495;\N;\N
ASM;2011;14394212;\N;\N
ASM;2012;1443365;\N;\N
ASM;2013;14394212;\N;\N
ASM;2014;14394212;\N;\N
ASM;2015;14394206;\N;\N
ASM;2016;1443365;\N;\N
ASM;2017;14394212;\N;\N
ASM;2018;14394212;\N;\N
ASM;2019;14394212;\N;\N
AGO;1980;1710543;\N;\N
AGO;1981;16958174;\N;\N
AGO;1982;18172722;\N;\N
AGO;1983;19429735;\N;\N
AGO;1984;17553404;\N;\N
AGO;1985;21618885;\N;\N
AGO;1986;21351183;\N;\N
AGO;1987;22020035;\N;\N
AGO;1988;22711615;\N;\N
AGO;1989;21975481;\N;\N
AGO;1990;23330988;\N;\N
AGO;1991;24454176;\N;\N
AGO;1992;24813814;\N;\N
AGO;1993;24360994;\N;\N
AGO;1994;23768608;\N;\N
AGO;1995;25495579;\N;\N
AGO;1996;24504175;\N;\N
AGO;1997;27524199;\N;\N
AGO;1998;24772617;\N;\N
AGO;1999;276509;\N;\N
AGO;2000;3244806;\N;\N
AGO;2001;3523395;\N;\N
AGO;2002;37546337;\N;\N
AGO;2003;416661;\N;\N
AGO;2004;46076923;\N;\N
AGO;2005;39229706;\N;\N
AGO;2006;49463192;\N;\N
AGO;2007;56854713;\N;\N
AGO;2008;6663688;\N;\N
AGO;2009;7582465;\N;\N
AGO;2010;8317874;\N;\N
AGO;2011;87199165;\N;\N
AGO;2012;910689;\N;\N
AGO;2013;10191877;\N;\N
AGO;2014;11217697;\N;\N
AGO;2015;11699946;\N;\N
AGO;2016;10675158;\N;\N
AGO;2017;10183017;\N;\N
AGO;2018;9898505;\N;\N
AGO;2019;10914781;\N;\N
ATG;1980;17012353;\N;\N
ATG;1981;15148098;\N;\N
ATG;1982;20601413;\N;\N
ATG;1983;12118479;\N;\N
ATG;1984;13366848;\N;\N
ATG;1985;13330326;\N;\N
ATG;1986;13552762;\N;\N
ATG;1987;1686893;\N;\N
ATG;1988;16914043;\N;\N
ATG;1989;1686893;\N;\N
ATG;1990;17492034;\N;\N
ATG;1991;17430848;\N;\N
ATG;1992;17477502;\N;\N
ATG;1993;17430848;\N;\N
ATG;1994;18660479;\N;\N
ATG;1995;19894924;\N;\N
ATG;1996;19948328;\N;\N
ATG;1997;2050145;\N;\N
ATG;1998;2050145;\N;\N
ATG;1999;20501504;\N;\N
ATG;2000;21362836;\N;\N
ATG;2001;21362836;\N;\N
ATG;2002;22902532;\N;\N
ATG;2003;240722;\N;\N
ATG;2004;24967196;\N;\N
ATG;2005;25349038;\N;\N
ATG;2006;26126008;\N;\N
ATG;2007;27379868;\N;\N
ATG;2008;28008583;\N;\N
ATG;2009;29345222;\N;\N
ATG;2010;28373902;\N;\N
ATG;2011;28294127;\N;\N
ATG;2012;29076788;\N;\N
ATG;2013;29079623;\N;\N
ATG;2014;29732518;\N;\N
ATG;2015;30433478;\N;\N
ATG;2016;30890334;\N;\N
ATG;2017;29374938;\N;\N
ATG;2018;30348547;\N;\N
ATG;2019;3047941;\N;\N
ARG;1965;3285189;36226554;32489624
ARG;1966;33916492;36694171;3354955
ARG;1967;3490211;37574394;3452636
ARG;1968;36082986;4428607;35640128
ARG;1969;37289758;3971993;36892557
ARG;1970;353473;4783944;34868903
ARG;1971;3747283;4760254;36996802
ARG;1972;37943457;46860037;37474854
ARG;1973;3964979;9054804;38744308
ARG;1974;4122511;14963899;39434756
ARG;1975;40301257;15565163;38030533
ARG;1976;42267383;15023618;4003521
ARG;1977;4414316;17256618;41952997
ARG;1978;4420869;23110882;4107586
ARG;1979;4746961;31815584;4352419
ARG;1980;4719791;450875;42025177
ARG;1981;45800363;43700554;40631262
ARG;1982;4665128;5238695;40881967
ARG;1983;48620496;5495805;42158514
ARG;1984;48749118;591457;41517654
ARG;1985;48163235;6145415;40381708
ARG;1986;50885788;62582016;4300708
ARG;1987;5318104;6513341;44833246
ARG;1988;5407111;4551364;47874557
ARG;1989;5214141;39333363;4677825
ARG;1990;5130083;528023;43954608
ARG;1991;52132043;4734342;45196918
ARG;1992;559296;57085907;4821176
ARG;1993;57781586;7058906;48523602
ARG;1994;6087478;8100246;50437842
ARG;1995;6282231;7875102;5294222
ARG;1996;65710175;67188896;5687478
ARG;1997;66474176;83186714;5589656
ARG;1998;68841174;7904449;58821924
ARG;1999;69591895;6420936;61154626
ARG;2000;69873694;8583185;5953777
ARG;2001;68247076;1087687;5538021
ARG;2002;654.42;1063387;5317772
ARG;2003;70142535;10106318;5793064
ARG;2004;7448173;9076028;6322975
ARG;2005;790601;1011062;67060974
ARG;2006;8305694;11170711;69778064
ARG;2007;8667823;9187159;7552279
ARG;2008;878034;9164098;76645496
ARG;2009;85354065;10057703;7310342
ARG;2010;884899;10319138;76250415
ARG;2011;90935144;9938709;7930223
ARG;2012;9449527;9654039;8315676
ARG;2013;98285645;10762355;8589997
ARG;2014;97985785;10816628;85735706
ARG;2015;99653436;10869596;86964844
ARG;2016;99169147;10082534;86958295
ARG;2017;9905849;108614845;8664227
ARG;2018;9834817;11209361;8539412
ARG;2019;9308073;111015274;79843567
ARG;2020;8808596;107283554;74670483
ARG;2021;9534126;10801448;81820056
ARM;1992;577568;\N;\N
ARM;1993;4395694;\N;\N
ARM;1994;39296124;\N;\N
ARM;1995;3854506;\N;\N
ARM;1996;49341423;\N;\N
ARM;1997;41582306;\N;\N
ARM;1998;4419059;\N;\N
ARM;1999;27311895;\N;\N
ARM;2000;29373667;\N;\N
ARM;2001;28887114;\N;\N
ARM;2002;276709;\N;\N
ARM;2003;30428022;\N;\N
ARM;2004;315594;\N;\N
ARM;2005;36559025;\N;\N
ARM;2006;36503197;\N;\N
ARM;2007;40961624;\N;\N
ARM;2008;3953123;\N;\N
ARM;2009;3532081;\N;\N
ARM;2010;39337505;\N;\N
ARM;2011;4141521;\N;\N
ARM;2012;43885105;\N;\N
ARM;2013;4305361;\N;\N
ARM;2014;43884068;\N;\N
ARM;2015;40662777;\N;\N
ARM;2016;40950134;\N;\N
ARM;2017;4364147;\N;\N
ARM;2018;42928493;\N;\N
ARM;2019;4595777;\N;\N
ABW;1986;0.42608666;\N;\N
ABW;1987;0.42608666;\N;\N
ABW;1988;16324507;\N;\N
ABW;1989;21700447;\N;\N
ABW;1990;22920136;\N;\N
ABW;1991;25002792;\N;\N
ABW;1992;2746373;\N;\N
ABW;1993;27903798;\N;\N
ABW;1994;30615923;\N;\N
ABW;1995;34651084;\N;\N
ABW;1996;22837791;\N;\N
ABW;1997;36933842;\N;\N
ABW;1998;36933842;\N;\N
ABW;1999;36933894;\N;\N
ABW;2000;441737;\N;\N
ABW;2001;45707107;\N;\N
ABW;2002;47247806;\N;\N
ABW;2003;52614985;\N;\N
ABW;2004;5486875;\N;\N
ABW;2005;5925302;\N;\N
ABW;2006;59140134;\N;\N
ABW;2007;60942554;\N;\N
ABW;2008;57248945;\N;\N
ABW;2009;5707535;\N;\N
ABW;2010;53578606;\N;\N
ABW;2011;4262488;\N;\N
ABW;2012;5343166;\N;\N
ABW;2013;51717796;\N;\N
ABW;2014;52527595;\N;\N
ABW;2015;5400849;\N;\N
ABW;2016;52463517;\N;\N
ABW;2017;54319153;\N;\N
ABW;2018;52476115;\N;\N
ABW;2019;54407954;\N;\N
AUS;1965;42576004;23683418;4020766
AUS;1966;44610153;226258;4234757
AUS;1967;47309305;2341597;44967706
AUS;1968;50169376;24409746;477284
AUS;1969;5224283;26575861;4958524
AUS;1970;5701016;30907776;5391938
AUS;1971;5988076;34866932;5639407
AUS;1972;62609503;35056843;59103815
AUS;1973;6693559;3740806;6319478
AUS;1974;71190106;42394485;66950653
AUS;1975;7239002;45584053;6783161
AUS;1976;7490882;43397835;70569037
AUS;1977;7859685;4141877;7445497
AUS;1978;8112209;4468769;7665331
AUS;1979;84129144;43459774;7978316
AUS;1980;84424695;4104958;8031974
AUS;1981;8577939;4229228;8155016
AUS;1982;8499195;39408916;8105105
AUS;1983;8209392;37225334;78371387
AUS;1984;85242004;4022105;812199
AUS;1985;87756995;4267758;83489233
AUS;1986;89490497;4294255;85196246
AUS;1987;92118176;41756184;8794256
AUS;1988;9634507;44720295;9187304
AUS;1989;10120838;4473363;9673501
AUS;1990;10330594;46068165;9869913
AUS;1991;10253059;48600132;9767057
AUS;1992;10421882;49313396;9928748
AUS;1993;10640782;50644047;10134342
AUS;1994;11054661;50046448;10554196
AUS;1995;1154299;48939095;11053599
AUS;1996;11881368;503365;11378003
AUS;1997;12172881;50466797;11668212
AUS;1998;12463306;50323784;11960067
AUS;1999;12973473;52009785;12453375
AUS;2000;13052595;520652;12531943
AUS;2001;13153854;50915436;12644697
AUS;2002;13417451;5275004;12889951
AUS;2003;13608623;54638195;13062241
AUS;2004;14044441;56691235;13477528
AUS;2005;14103502;608362;1349514
AUS;2006;14708379;62266647;14085713
AUS;2007;15061671;59896088;14462709
AUS;2008;15317455;56388546;14753569
AUS;2009;15095446;59178158;14503665
AUS;2010;15088386;65073265;14437653
AUS;2011;15557201;8866019;14670598
AUS;2012;1532875;8737708;14454979
AUS;2013;15523206;10130241;14510181
AUS;2014;1562.99;9346403;1469526
AUS;2015;15995605;100612686;14989478
AUS;2016;16059487;115454475;14904941
AUS;2017;16002698;10802023;14922495
AUS;2018;16212384;13456378;14866746
AUS;2019;16789082;14909917;15298091
AUS;2020;15935947;17194585;14216489
AUS;2021;15888898;20549954;13833901
AUT;1965;18949828;4755726;14194102
AUT;1966;19832507;5124758;14707748
AUT;1967;2003635;52332794;14803069
AUT;1968;21424158;53772846;16046872
AUT;1969;2219265;49434944;17249155
AUT;1970;25414923;62953415;19119582
AUT;1971;25308414;49736855;20334729
AUT;1972;26182578;51119247;21070651
AUT;1973;28151013;56801395;22470874
AUT;1974;28296216;6715973;21580243
AUT;1975;28106357;70362144;21070143
AUT;1976;2908937;6081226;23008144
AUT;1977;2915977;7369054;21790715
AUT;1978;30418985;7374968;23044014
AUT;1979;32221716;8308193;23913522
AUT;1980;3208738;8607766;23479614
AUT;1981;3115201;91215126;220305
AUT;1982;30132162;9136002;20996161
AUT;1983;30049518;90502495;20999268
AUT;1984;29746863;79393875;21807474
AUT;1985;3158056;9401306;22179253
AUT;1986;3164346;9549254;22094206
AUT;1987;334019;10753345;22648557
AUT;1988;3291328;107735916;22139688
AUT;1989;3309741;10726399;22371007
AUT;1990;33516776;96892586;23827515
AUT;1991;3515139;96972786;2545411
AUT;1992;34597116;107380005;23859116
AUT;1993;3521247;11299008;2391346
AUT;1994;34996945;10952749;24044193
AUT;1995;36703076;11567313;2513576
AUT;1996;36750424;10639692;2611073
AUT;1997;37526865;1124435;26282513
AUT;1998;381283;11606901;265214
AUT;1999;38993362;12578479;26414883
AUT;2000;3914246;12899107;2624335
AUT;2001;40536932;124920685;28044867
AUT;2002;40600696;123122086;28288486
AUT;2003;41025375;103139915;30711383
AUT;2004;41787036;11547339;30239697
AUT;2005;42516626;11882487;30634137
AUT;2006;42073196;12029236;30043958
AUT;2007;41180673;12758024;2842265
AUT;2008;41980075;13158855;2882122
AUT;2009;40677496;13961539;26715955
AUT;2010;42007358;13276695;2873066
AUT;2011;3933536;12084135;27251227
AUT;2012;41412357;14879189;26533167
AUT;2013;41130212;14505257;26624954
AUT;2014;39482852;14466635;25016219
AUT;2015;39528473;13820767;25707706
AUT;2016;4085202;14564502;26287518
AUT;2017;41762857;14409386;2735347
AUT;2018;40782776;14098167;26684607
AUT;2019;42821857;15249454;275724
AUT;2020;40032065;15316537;24715527
AUT;2021;41186502;15437439;2574906
AZE;1985;2349505;3881231;23106927
AZE;1986;25283441;23783975;25045602
AZE;1987;24502277;23783975;24264438
AZE;1988;24520432;20647626;24313956
AZE;1989;25005185;20647626;24798708
AZE;1990;26055124;4902688;25564853
AZE;1991;25035124;52022314;24514902
AZE;1992;21439383;5166747;20922707
AZE;1993;18598021;7173656;17880655
AZE;1994;17086469;541129;1654534
AZE;1995;160648;4601075;15604692
AZE;1996;1317407;45448923;127195816
AZE;1997;12615465;50623655;12109227
AZE;1998;12664517;5769086;12087608
AZE;1999;12609663;4453226;1216434
AZE;2000;13163098;45360217;127094955
AZE;2001;126903694;3822062;12308163
AZE;2002;125.43;58960457;11953395
AZE;2003;1357226;7163306;12855928
AZE;2004;15389793;7938951;14595897
AZE;2005;16683739;8617157;15822023
AZE;2006;16409157;7164729;15692683
AZE;2007;14844637;6684496;14176187
AZE;2008;14987848;627205;14360641
AZE;2009;13246538;64525576;12601282
AZE;2010;13084805;9566866;12128117
AZE;2011;1453658;73816075;13798419
AZE;2012;14961185;49930644;14461877
AZE;2013;15379831;42766585;14952165
AZE;2014;15667294;38128197;1528601
AZE;2015;17132796;47246904;16660326
AZE;2016;16973495;5679175;16405579
AZE;2017;1664798;5077308;16140248
AZE;2018;17130092;5259207;1660417
AZE;2019;18065569;48317876;17582388
AZE;2020;17738437;35048163;17387955
AZE;2021;18324664;40342526;17921237
BHS;1980;17676079;\N;\N
BHS;1981;18257347;\N;\N
BHS;1982;15739092;\N;\N
BHS;1983;11961709;\N;\N
BHS;1984;10731905;\N;\N
BHS;1985;9443455;\N;\N
BHS;1986;9506412;\N;\N
BHS;1987;10607506;\N;\N
BHS;1988;9873428;\N;\N
BHS;1989;112905655;\N;\N
BHS;1990;12011942;\N;\N
BHS;1991;10654455;\N;\N
BHS;1992;9014254;\N;\N
BHS;1993;9518383;\N;\N
BHS;1994;10574259;\N;\N
BHS;1995;12637076;\N;\N
BHS;1996;1424627;\N;\N
BHS;1997;13885385;\N;\N
BHS;1998;15768512;\N;\N
BHS;1999;13869435;\N;\N
BHS;2000;16462984;\N;\N
BHS;2001;1677847;\N;\N
BHS;2002;17401783;\N;\N
BHS;2003;12155077;\N;\N
BHS;2004;13472551;\N;\N
BHS;2005;12954244;\N;\N
BHS;2006;15046233;\N;\N
BHS;2007;173275;\N;\N
BHS;2008;16932302;\N;\N
BHS;2009;12729477;\N;\N
BHS;2010;13262927;\N;\N
BHS;2011;11710016;\N;\N
BHS;2012;13534001;\N;\N
BHS;2013;12591258;\N;\N
BHS;2014;12363687;\N;\N
BHS;2015;11819098;\N;\N
BHS;2016;12373412;\N;\N
BHS;2017;14754933;\N;\N
BHS;2018;16030725;\N;\N
BHS;2019;16035284;\N;\N
BHR;1980;40173965;\N;\N
BHR;1981;46284946;\N;\N
BHR;1982;49353394;\N;\N
BHR;1983;51830383;\N;\N
BHR;1984;50299862;\N;\N
BHR;1985;59786144;\N;\N
BHR;1986;6476512;\N;\N
BHR;1987;779039;\N;\N
BHR;1988;67099655;\N;\N
BHR;1989;6861094;\N;\N
BHR;1990;7509365;\N;\N
BHR;1991;8405013;\N;\N
BHR;1992;70512344;\N;\N
BHR;1993;8420873;\N;\N
BHR;1994;8296671;\N;\N
BHR;1995;8311347;\N;\N
BHR;1996;83315956;\N;\N
BHR;1997;98160706;\N;\N
BHR;1998;10304097;\N;\N
BHR;1999;10571973;\N;\N
BHR;2000;111877045;\N;\N
BHR;2001;115790276;\N;\N
BHR;2002;123547035;\N;\N
BHR;2003;12908144;\N;\N
BHR;2004;13371312;\N;\N
BHR;2005;15000446;\N;\N
BHR;2006;16005092;\N;\N
BHR;2007;16432755;\N;\N
BHR;2008;1720844;\N;\N
BHR;2009;17037675;\N;\N
BHR;2010;17224048;\N;\N
BHR;2011;17042212;\N;\N
BHR;2012;18307295;\N;\N
BHR;2013;20359494;\N;\N
BHR;2014;20182634;\N;\N
BHR;2015;20360815;\N;\N
BHR;2016;20315553;\N;\N
BHR;2017;20901065;\N;\N
BHR;2018;21163936;\N;\N
BHR;2019;238286;\N;\N
BGD;1971;13406879;0.51747304;12889405
BGD;1972;15190602;0.51747304;14673129
BGD;1973;19480253;0.9787633;1850149
BGD;1974;20746552;0.71854836;20028002
BGD;1975;2133111;12892472;20041862
BGD;1976;24893011;14607527;23432259
BGD;1977;25438211;12922041;24146008
BGD;1978;27023924;14962367;25527687
BGD;1979;29794897;17357528;28059143
BGD;1980;3475038;17239248;3302646
BGD;1981;36839695;18481183;34991577
BGD;1982;40641346;15465052;3909484
BGD;1983;40190193;19575269;38232666
BGD;1984;43442524;26524193;407901
BGD;1985;48274105;2185215;46088886
BGD;1986;52536575;13306452;5120593
BGD;1987;57984547;15287633;56455784
BGD;1988;6457637;19959676;62580406
BGD;1989;6961425;272043;66893814
BGD;1990;738564;26139784;71242424
BGD;1991;7125461;2477957;6877666
BGD;1992;77710556;23537633;7535679
BGD;1993;8543575;17978494;836379
BGD;1994;9069007;250457;881855
BGD;1995;10710863;10999999;10600862
BGD;1996;11220246;2185215;11001724
BGD;1997;117890816;21260753;115764725
BGD;1998;12555918;2557796;12300139
BGD;1999;12698537;2463172;124522194
BGD;2000;13612083;22147849;13390604
BGD;2001;15558499;29172235;15266776
BGD;2002;16051143;21864986;15832492
BGD;2003;17011865;2174804;16794385
BGD;2004;17596452;21638293;17380067
BGD;2005;18975887;21544192;18760443
BGD;2006;20559164;21511247;20344052
BGD;2007;21042244;21478603;20827457
BGD;2008;22265332;27204068;2199329
BGD;2009;24466583;12521021;24341373
BGD;2010;25054083;21669104;24837393
BGD;2011;27226974;25902913;26967944
BGD;2012;29146484;24064755;28905835
BGD;2013;30032336;23680556;29795532
BGD;2014;31258813;20198257;3105683
BGD;2015;3635335;29751892;36055832
BGD;2016;36966437;29798555;3666845
BGD;2017;3841496;3436772;38071283
BGD;2018;40688986;30399451;4038499
BGD;2019;45258527;30555327;4495297
BGD;2020;43880627;28877046;4359186
BGD;2021;45935425;29864774;45636777
BRB;1980;4281008;\N;\N
BRB;1981;4455329;\N;\N
BRB;1982;4517223;\N;\N
BRB;1983;47647996;\N;\N
BRB;1984;45913267;\N;\N
BRB;1985;50742702;\N;\N
BRB;1986;5321847;\N;\N
BRB;1987;50671625;\N;\N
BRB;1988;47713943;\N;\N
BRB;1989;51931605;\N;\N
BRB;1990;55016003;\N;\N
BRB;1991;55629416;\N;\N
BRB;1992;5876422;\N;\N
BRB;1993;57268558;\N;\N
BRB;1994;5431283;\N;\N
BRB;1995;56368046;\N;\N
BRB;1996;5061051;\N;\N
BRB;1997;60930796;\N;\N
BRB;1998;6188778;\N;\N
BRB;1999;64791017;\N;\N
BRB;2000;6965418;\N;\N
BRB;2001;696957;\N;\N
BRB;2002;70164757;\N;\N
BRB;2003;7091297;\N;\N
BRB;2004;7144147;\N;\N
BRB;2005;7199415;\N;\N
BRB;2006;72157617;\N;\N
BRB;2007;6884477;\N;\N
BRB;2008;8117644;\N;\N
BRB;2009;7650511;\N;\N
BRB;2010;73732786;\N;\N
BRB;2011;77383537;\N;\N
BRB;2012;72730227;\N;\N
BRB;2013;7385999;\N;\N
BRB;2014;6423336;\N;\N
BRB;2015;683276;\N;\N
BRB;2016;69888124;\N;\N
BRB;2017;6602178;\N;\N
BRB;2018;7030734;\N;\N
BRB;2019;7042575;\N;\N
BLR;1985;4080437;0.05913972;40798453
BLR;1986;46583835;0.05913972;4657792
BLR;1987;47261935;0.05913972;47256018
BLR;1988;47940497;0.05913972;47934583
BLR;1989;46366064;0.05913972;4636015
BLR;1990;4659725;0.05913972;46591333
BLR;1991;46490622;0.05322583;46485297
BLR;1992;4031557;0.050268885;4031054
BLR;1993;33711218;0.056182776;337056
BLR;1994;28181354;0.056182776;28175735
BLR;1995;25070609;0.05913972;25064694
BLR;1996;25713818;0.047311943;25709088
BLR;1997;26010107;0.062096667;26003897
BLR;1998;25435074;0.08279583;25426794
BLR;1999;24741664;0.056182776;24736047
BLR;2000;25506027;0.07983861;25498041
BLR;2001;2479601;0.08813361;24787195
BLR;2002;25652618;0.08464611;2564415
BLR;2003;25458641;0.0812036;25450519
BLR;2004;28508063;0.098011106;28498264
BLR;2005;28415033;0.10594388;28404437
BLR;2006;30214648;0.108811386;30203766
BLR;2007;2947739;0.14649083;2946274
BLR;2008;29865994;0.21774055;298.36
BLR;2009;28256253;0.3200097;28200616
BLR;2010;30624835;0.3958214;30546198
BLR;2011;30073288;0.43015087;2999841
BLR;2012;32529752;0.51712334;32444122
BLR;2013;29482254;0.6607631;29389456
BLR;2014;29494397;0.60979056;29404642
BLR;2015;26703024;0.7282631;26607587
BLR;2016;27284192;0.94523335;2716911
BLR;2017;27786877;19138575;27574936
BLR;2018;3072527;17792885;3053295
BLR;2019;30882642;21857793;3064762
BLR;2020;28678275;2838359;28293427
BLR;2021;3071885;29792914;28954388
BEL;1965;41294122;0.8043011;4121369
BEL;1966;39785898;0.88413966;3969578
BEL;1967;41765488;0.7037633;4166844
BEL;1968;465417;0.7215053;4645224
BEL;1969;51077484;0.6801075;5100323
BEL;1970;53959106;0.72741944;5387019
BEL;1971;52933435;0.39623666;5289381
BEL;1972;5627329;0.53225803;5621694
BEL;1973;570326;0.8759411;5692344
BEL;1974;5507826;10544355;5493082
BEL;1975;5180192;0.8060822;49796344
BEL;1976;54957935;0.5042675;5205978
BEL;1977;5506024;14508399;5152745
BEL;1978;5747143;14893817;53771906
BEL;1979;59132294;169748;5572579
BEL;1980;5661064;17797043;5287186
BEL;1981;5382972;20555441;49975403
BEL;1982;514.88;11315188;46930164
BEL;1983;4989693;1063777;42950436
BEL;1984;5214768;1114516;4416411
BEL;1985;5443683;10178428;44516956
BEL;1986;5617239;13941194;44854868
BEL;1987;5786796;17395912;45785803
BEL;1988;590204;16598225;46624158
BEL;1989;5945705;15322871;4760843
BEL;1990;62135266;17074552;49842084
BEL;1991;64287976;16552864;5196058
BEL;1992;6415093;18872631;516315
BEL;1993;6311829;15568318;51065756
BEL;1994;663908;18318194;546805
BEL;1995;6721198;2050771;55272076
BEL;1996;7138815;17327393;5891822
BEL;1997;7212619;18034045;58493756
